"line_no","round","category","event","numeric_index","numeric_value","sanitized_text"
"396","10","FiniteAudit","round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]","6","1","[FiniteAudit] round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]"
"397","10","FiniteAudit","round=10 global_pre_finite=True benign_updates_finite=True malicious_updates_finite=True attack_budget_output_finite=True aggregate_input_finite=True aggregate_output_finite=True global_post_finite=True first_bad_stage=none rejected=False rollback=False","1","10","[FiniteAudit] round=10 global_pre_finite=True benign_updates_finite=True malicious_updates_finite=True attack_budget_output_finite=True aggregate_input_finite=True aggregate_output_finite=True global_post_finite=True first_bad_stage=none rejected=False rollback=False"
"398","10","training","t  10: train_loss = 34247.407, test_acc = 10.000","1","10","t  10: train_loss = 34247.407, test_acc = 10.000"
"398","10","training","t  10: train_loss = 34247.407, test_acc = 10.000","2","34247.407","t  10: train_loss = 34247.407, test_acc = 10.000"
"398","10","training","t  10: train_loss = 34247.407, test_acc = 10.000","3","10.000","t  10: train_loss = 34247.407, test_acc = 10.000"
"399","10","general","attack numbers = 6","1","6","attack numbers = 6"
"400","11","FiniteAudit","round=11 client_type=benign nonfinite_count=19","1","11","[FiniteAudit] round=11 client_type=benign nonfinite_count=19"
"400","11","FiniteAudit","round=11 client_type=benign nonfinite_count=19","2","19","[FiniteAudit] round=11 client_type=benign nonfinite_count=19"
"401","11","general","current iteration attack ratio: 0.24","1","0.24","current iteration attack ratio: 0.24"
"402","11","FiniteAudit","round=11 mos_skipped_due_to_nonfinite_benign=True","1","11","[FiniteAudit] round=11 mos_skipped_due_to_nonfinite_benign=True"
"403","11","FiniteAudit","round=11 client_type=malicious nonfinite_count=6","1","11","[FiniteAudit] round=11 client_type=malicious nonfinite_count=6"
"403","11","FiniteAudit","round=11 client_type=malicious nonfinite_count=6","2","6","[FiniteAudit] round=11 client_type=malicious nonfinite_count=6"
"404","11","FiniteAudit","round=11 global_pre_finite=True benign_updates_finite=False malicious_updates_finite=False attack_budget_output_finite=False aggregate_input_finite=False aggregate_output_finite=NA global_post_finite=NA first_bad_stage=benign_client_updates rejected=True rollback=True consecutive_rejected=1","1","11","[FiniteAudit] round=11 global_pre_finite=True benign_updates_finite=False malicious_updates_finite=False attack_budget_output_finite=False aggregate_input_finite=False aggregate_output_finite=NA global_post_finite=NA first_bad_stage=benign_client_updates rejected=True rollback=True consecutive_rejected=1"
"404","11","FiniteAudit","round=11 global_pre_finite=True benign_updates_finite=False malicious_updates_finite=False attack_budget_output_finite=False aggregate_input_finite=False aggregate_output_finite=NA global_post_finite=NA first_bad_stage=benign_client_updates rejected=True rollback=True consecutive_rejected=1","2","1","[FiniteAudit] round=11 global_pre_finite=True benign_updates_finite=False malicious_updates_finite=False attack_budget_output_finite=False aggregate_input_finite=False aggregate_output_finite=NA global_post_finite=NA first_bad_stage=benign_client_updates rejected=True rollback=True consecutive_rejected=1"
"405","11","training","t  11: train_loss = nan, test_acc = 9.910","1","11","t  11: train_loss = nan, test_acc = 9.910"
"405","11","training","t  11: train_loss = nan, test_acc = 9.910","2","nan","t  11: train_loss = nan, test_acc = 9.910"
"405","11","training","t  11: train_loss = nan, test_acc = 9.910","3","9.910","t  11: train_loss = nan, test_acc = 9.910"
"406","11","general","attack numbers = 3","1","3","attack numbers = 3"
"407","12","FiniteAudit","round=12 checkpoint_promoted_after_benign=True","1","12","[FiniteAudit] round=12 checkpoint_promoted_after_benign=True"
"408","12","general","current iteration attack ratio: 0.12","1","0.12","current iteration attack ratio: 0.12"
"409","12","MOS WARNING","CE logits contain NaN/Inf, using safe fallback","1","NaN","[MOS WARNING] CE logits contain NaN/Inf, using safe fallback"
"409","12","MOS WARNING","CE logits contain NaN/Inf, using safe fallback","2","Inf","[MOS WARNING] CE logits contain NaN/Inf, using safe fallback"
"410","12","MOS-Core","Total parameters: 11,183,582","1","11183582","[MOS-Core] Total parameters: 11,183,582"
"411","12","MOS-Core","Benign clients: 22","1","22","[MOS-Core] Benign clients: 22"
"412","12","MOS-Core","Malicious slots: 3","1","3","[MOS-Core] Malicious slots: 3"
"413","12","MOS-Core","Benign mean norm: 609096357117952.0000","1","609096357117952.0000","[MOS-Core] Benign mean norm: 609096357117952.0000"
"414","12","MOS-Core","Benign std (mean): 780612160.0000","1","780612160.0000","[MOS-Core] Benign std (mean): 780612160.0000"
"415","12","MOS-Core","ce_raw_norm=0.0","1","0.0","[MOS-Core] ce_raw_norm=0.0"
"416","12","MOS-Core","cw_raw_norm=0.0","1","0.0","[MOS-Core] cw_raw_norm=0.0"
"417","12","MOS-Core","ce_valid=False",,,"[MOS-Core] ce_valid=False"
"418","12","MOS-Core","cw_valid=False",,,"[MOS-Core] cw_valid=False"
"419","12","MOS-Core","ce_cw_cosine=nan","1","nan","[MOS-Core] ce_cw_cosine=nan"
"420","12","MOS-Core","combined_pre_norm=0.0","1","0.0","[MOS-Core] combined_pre_norm=0.0"
"421","12","MOS-Core","historical_direction_valid=True",,,"[MOS-Core] historical_direction_valid=True"
"422","12","MOS-Core","historical_direction_norm=1134105173426176.0","1","1134105173426176.0","[MOS-Core] historical_direction_norm=1134105173426176.0"
"423","12","MOS-Core","guidance_history_cosine=0.9722445011138916","1","0.9722445011138916","[MOS-Core] guidance_history_cosine=0.9722445011138916"
"424","12","MOS-Core","guidance_source=cached_last_valid",,,"[MOS-Core] guidance_source=cached_last_valid"
"425","12","MOS-Core","guidance_fallback_used=True",,,"[MOS-Core] guidance_fallback_used=True"
"426","12","MOS-Core","final_guidance_norm=1.000000","1","1.000000","[MOS-Core] final_guidance_norm=1.000000"
"427","12","MOS-Core","Base radial threshold (q=0.95): 1708674087124992.0000","1","0.95","[MOS-Core] Base radial threshold (q=0.95): 1708674087124992.0000"
"427","12","MOS-Core","Base radial threshold (q=0.95): 1708674087124992.0000","2","1708674087124992.0000","[MOS-Core] Base radial threshold (q=0.95): 1708674087124992.0000"
"428","12","MOS-Core","Attack budget ratio: 1.0","1","1.0","[MOS-Core] Attack budget ratio: 1.0"
"429","12","MOS-Core","current_budget=1708674087124992.000000","1","1708674087124992.000000","[MOS-Core] current_budget=1708674087124992.000000"
"430","12","MOS-Core","current_budget_valid=True",,,"[MOS-Core] current_budget_valid=True"
"431","12","MOS-Core","Initializing constraints...",,,"[MOS-Core] Initializing constraints..."
"432","12","MOS-Core","Enabled constraints: Radial, Sign",,,"[MOS-Core] Enabled constraints: Radial, Sign"
"433","12","MOS-Core","Radial weight: 1.0","1","1.0","[MOS-Core] Radial weight: 1.0"
"434","12","MOS-Core","Sign weight: 0.5, layer_reduce: quantile","1","0.5","[MOS-Core] Sign weight: 0.5, layer_reduce: quantile"
"435","12","MOS-Core","Radial threshold: 1708674087124992.0000","1","1708674087124992.0000","[MOS-Core]   Radial threshold: 1708674087124992.0000"
"436","12","MOS-Core","Sign threshold: 1.9966","1","1.9966","[MOS-Core]   Sign threshold: 1.9966"
"437","12","MOS-Core","Initializing population (size=10)...","1","10","[MOS-Core] Initializing population (size=10)..."
"438","12","MOS-Core","constraint_mode=soft_select",,,"[MOS-Core] constraint_mode=soft_select"
"439","12","MOS-Core","alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点","1","0.000000","[MOS-Core] alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点"
"439","12","MOS-Core","alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点","2","7.62939e-06","[MOS-Core] alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点"
"439","12","MOS-Core","alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点","3","13","[MOS-Core] alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","1","0.000000","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","2","0.000008","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","3","0","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","4","1","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","5","0","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","6","0","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","7","1","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","8","0","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","9","7.62939e-06","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","10","0.999992","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","11","0","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","12","1.90078e+08","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","13","5.26099e-09","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"440","12","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08","14","1.90078e+08","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=1.90078e+08=5.26099e-09=1.90078e+08"
"441","12","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0.000000","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"441","12","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","2","0.000000","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"441","12","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","3","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"441","12","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","4","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"441","12","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","5","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"441","12","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","6","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"441","12","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","7","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"441","12","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","8","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"442","12","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","6","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"442","12","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","2","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"442","12","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","3","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"442","12","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","4","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"442","12","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","5","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"442","12","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","6","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"442","12","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","7","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"443","12","MOS-Core","Historical seed injected at position 3","1","3","[MOS-Core] Historical seed injected at position 3"
"444","12","MOS-Core","historical_raw_norm=1134105173426176.000000","1","1134105173426176.000000","[MOS-Core] historical_raw_norm=1134105173426176.000000"
"445","12","MOS-Core","historical_direction_norm=1.000000","1","1.000000","[MOS-Core] historical_direction_norm=1.000000"
"446","12","MOS-Core","historical_seed_target_scale=854337043562496.000000","1","854337043562496.000000","[MOS-Core] historical_seed_target_scale=854337043562496.000000"
"447","12","MOS-Core","historical_seed_final_norm=854336976453632.000000","1","854336976453632.000000","[MOS-Core] historical_seed_final_norm=854336976453632.000000"
"448","12","MOS-Core","Generated 4 random candidates (noise_scale=0.1)","1","4","[MOS-Core] Generated 4 random candidates (noise_scale=0.1)"
"448","12","MOS-Core","Generated 4 random candidates (noise_scale=0.1)","2","0.1","[MOS-Core] Generated 4 random candidates (noise_scale=0.1)"
"449","12","MOS-Core","Initial population norms: min=0.0000, mean=531411639468032.0000, max=1404835349921792.0000","1","0.0000","[MOS-Core] Initial population norms: min=0.0000, mean=531411639468032.0000, max=1404835349921792.0000"
"449","12","MOS-Core","Initial population norms: min=0.0000, mean=531411639468032.0000, max=1404835349921792.0000","2","531411639468032.0000","[MOS-Core] Initial population norms: min=0.0000, mean=531411639468032.0000, max=1404835349921792.0000"
"449","12","MOS-Core","Initial population norms: min=0.0000, mean=531411639468032.0000, max=1404835349921792.0000","3","1404835349921792.0000","[MOS-Core] Initial population norms: min=0.0000, mean=531411639468032.0000, max=1404835349921792.0000"
"450","12","MOS-Core","Budget ratios: min=0.0000, mean=0.3110, max=0.8222","1","0.0000","[MOS-Core] Budget ratios: min=0.0000, mean=0.3110, max=0.8222"
"450","12","MOS-Core","Budget ratios: min=0.0000, mean=0.3110, max=0.8222","2","0.3110","[MOS-Core] Budget ratios: min=0.0000, mean=0.3110, max=0.8222"
"450","12","MOS-Core","Budget ratios: min=0.0000, mean=0.3110, max=0.8222","3","0.8222","[MOS-Core] Budget ratios: min=0.0000, mean=0.3110, max=0.8222"
"451","12","MOS-Core","Clipped ratio: 0.00%","1","0.00","[MOS-Core] Clipped ratio: 0.00%"
"452","12","MOS-Core","Historical seed used: True",,,"[MOS-Core] Historical seed used: True"
"453","12","MOS-Core","Starting NSGA-II evolution...",,,"[MOS-Core] Starting NSGA-II evolution..."
"454","12","MOS-Core","Generations: 100","1","100","[MOS-Core] Generations: 100"
"455","12","MOS-Core","Population size: 10","1","10","[MOS-Core] Population size: 10"
"456","12","MOS-Core","SBX eta: 15.0, crossover_prob: 0.9","1","15.0","[MOS-Core] SBX eta: 15.0, crossover_prob: 0.9"
"456","12","MOS-Core","SBX eta: 15.0, crossover_prob: 0.9","2","0.9","[MOS-Core] SBX eta: 15.0, crossover_prob: 0.9"
"457","12","MOS-Core","Mutation scale: 0.05","1","0.05","[MOS-Core] Mutation scale: 0.05"
"458","12","MOS-Core","Gen 1/100:","1","1","[MOS-Core] Gen 1/100:"
"458","12","MOS-Core","Gen 1/100:","2","100","[MOS-Core] Gen 1/100:"
"459","12","general","Stealth: mean=0.653, best=1.000","1","0.653","Stealth: mean=0.653, best=1.000"
"459","12","general","Stealth: mean=0.653, best=1.000","2","1.000","Stealth: mean=0.653, best=1.000"
"460","12","general","Destructiveness: mean=590471499874304.000, best=1402632165916672.000","1","590471499874304.000","Destructiveness: mean=590471499874304.000, best=1402632165916672.000"
"460","12","general","Destructiveness: mean=590471499874304.000, best=1402632165916672.000","2","1402632165916672.000","Destructiveness: mean=590471499874304.000, best=1402632165916672.000"
"461","12","general","CV: mean=4366689107968.0000, min=0.0000","1","4366689107968.0000","CV: mean=4366689107968.0000, min=0.0000"
"461","12","general","CV: mean=4366689107968.0000, min=0.0000","2","0.0000","CV: mean=4366689107968.0000, min=0.0000"
"462","12","general","Feasibility: count=4, ratio=40.00%","1","4","Feasibility: count=4, ratio=40.00%"
"462","12","general","Feasibility: count=4, ratio=40.00%","2","40.00","Feasibility: count=4, ratio=40.00%"
"463","12","general","Max feasible destruct: 0.216","1","0.216","Max feasible destruct: 0.216"
"464","12","general","Pareto front size: 10","1","10","Pareto front size: 10"
"465","12","general","Budget ratio: mean=0.354, max=0.823","1","0.354","Budget ratio: mean=0.354, max=0.823"
"465","12","general","Budget ratio: mean=0.354, max=0.823","2","0.823","Budget ratio: mean=0.354, max=0.823"
"466","12","general","Radial: mean_ratio=0.354, max_ratio=0.823, mean_score=0.780","1","0.354","Radial: mean_ratio=0.354, max_ratio=0.823, mean_score=0.780"
"466","12","general","Radial: mean_ratio=0.354, max_ratio=0.823, mean_score=0.780","2","0.823","Radial: mean_ratio=0.354, max_ratio=0.823, mean_score=0.780"
"466","12","general","Radial: mean_ratio=0.354, max_ratio=0.823, mean_score=0.780","3","0.780","Radial: mean_ratio=0.354, max_ratio=0.823, mean_score=0.780"
"467","12","general","Sign: mean_ratio=8733378215936.000, max_ratio=20516849057792.000, mean_score=0.399","1","8733378215936.000","Sign: mean_ratio=8733378215936.000, max_ratio=20516849057792.000, mean_score=0.399"
"467","12","general","Sign: mean_ratio=8733378215936.000, max_ratio=20516849057792.000, mean_score=0.399","2","20516849057792.000","Sign: mean_ratio=8733378215936.000, max_ratio=20516849057792.000, mean_score=0.399"
"467","12","general","Sign: mean_ratio=8733378215936.000, max_ratio=20516849057792.000, mean_score=0.399","3","0.399","Sign: mean_ratio=8733378215936.000, max_ratio=20516849057792.000, mean_score=0.399"
"468","12","MOS-Core","Gen 10/100:","1","10","[MOS-Core] Gen 10/100:"
"468","12","MOS-Core","Gen 10/100:","2","100","[MOS-Core] Gen 10/100:"
"469","12","general","Stealth: mean=0.578, best=1.000","1","0.578","Stealth: mean=0.578, best=1.000"
"469","12","general","Stealth: mean=0.578, best=1.000","2","1.000","Stealth: mean=0.578, best=1.000"
"470","12","general","Destructiveness: mean=593656754995200.000, best=1421279437520896.000","1","593656754995200.000","Destructiveness: mean=593656754995200.000, best=1421279437520896.000"
"470","12","general","Destructiveness: mean=593656754995200.000, best=1421279437520896.000","2","1421279437520896.000","Destructiveness: mean=593656754995200.000, best=1421279437520896.000"
"471","12","general","CV: mean=4468684881920.0000, min=0.0000","1","4468684881920.0000","CV: mean=4468684881920.0000, min=0.0000"
"471","12","general","CV: mean=4468684881920.0000, min=0.0000","2","0.0000","CV: mean=4468684881920.0000, min=0.0000"
"472","12","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"472","12","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"473","12","general","Max feasible destruct: 0.666","1","0.666","Max feasible destruct: 0.666"
"474","12","general","Pareto front size: 10","1","10","Pareto front size: 10"
"475","12","general","Budget ratio: mean=0.368, max=0.841","1","0.368","Budget ratio: mean=0.368, max=0.841"
"475","12","general","Budget ratio: mean=0.368, max=0.841","2","0.841","Budget ratio: mean=0.368, max=0.841"
"476","12","general","Radial: mean_ratio=0.368, max_ratio=0.841, mean_score=0.768","1","0.368","Radial: mean_ratio=0.368, max_ratio=0.841, mean_score=0.768"
"476","12","general","Radial: mean_ratio=0.368, max_ratio=0.841, mean_score=0.768","2","0.841","Radial: mean_ratio=0.368, max_ratio=0.841, mean_score=0.768"
"476","12","general","Radial: mean_ratio=0.368, max_ratio=0.841, mean_score=0.768","3","0.768","Radial: mean_ratio=0.368, max_ratio=0.841, mean_score=0.768"
"477","12","general","Sign: mean_ratio=8937369763840.000, max_ratio=20664593416192.000, mean_score=0.197","1","8937369763840.000","Sign: mean_ratio=8937369763840.000, max_ratio=20664593416192.000, mean_score=0.197"
"477","12","general","Sign: mean_ratio=8937369763840.000, max_ratio=20664593416192.000, mean_score=0.197","2","20664593416192.000","Sign: mean_ratio=8937369763840.000, max_ratio=20664593416192.000, mean_score=0.197"
"477","12","general","Sign: mean_ratio=8937369763840.000, max_ratio=20664593416192.000, mean_score=0.197","3","0.197","Sign: mean_ratio=8937369763840.000, max_ratio=20664593416192.000, mean_score=0.197"
"478","12","MOS-Core","Gen 20/100:","1","20","[MOS-Core] Gen 20/100:"
"478","12","MOS-Core","Gen 20/100:","2","100","[MOS-Core] Gen 20/100:"
"479","12","general","Stealth: mean=0.575, best=1.000","1","0.575","Stealth: mean=0.575, best=1.000"
"479","12","general","Stealth: mean=0.575, best=1.000","2","1.000","Stealth: mean=0.575, best=1.000"
"480","12","general","Destructiveness: mean=596992333971456.000, best=1428693356380160.000","1","596992333971456.000","Destructiveness: mean=596992333971456.000, best=1428693356380160.000"
"480","12","general","Destructiveness: mean=596992333971456.000, best=1428693356380160.000","2","1428693356380160.000","Destructiveness: mean=596992333971456.000, best=1428693356380160.000"
"481","12","general","CV: mean=4478871797760.0000, min=0.0000","1","4478871797760.0000","CV: mean=4478871797760.0000, min=0.0000"
